"","ego","alter","alter_type","q1.years.known.eiq","q2.years.worked.with.eiq","q3a.wk.relationship.eiq","q3b.wk.relationship.other.eiq","q4a.work.interaction.freq.eiq","q4b.personal.interaction.freq.eiq","q5a.likely.discuss.env.issues.eiq","q5b.likely.discuss.env.issues.exp.eiq","q6a.likely.discuss.econ.issues.eiq","q6b.likely.discuss.econ.issues.exp.eiq","q7a.likely.discuss.comm.issues.eiq","q7b.likely.discuss.comm.issues.exp.eiq","q8a.likely.discuss.gvmtresources.issues.eiq","q8b.likely.discuss.gvmtresources.issues.exp.eiq","q9a.likely.discuss.fedagency.issues.eiq","q9b.likely.discuss.fedagency.issues.exp.eiq","q10.difficulty.selling.catch.eiq","q11.indiv.contact.agency.eiq","q12a.related.indiv.eiq","q12b.related.descriptor.eiq","q12c.related.descriptor.other.eiq","q13.positive.wk.relationship.eiq","q14.wk.relationship.quality.eiq","q15.sust.industry.contribution.eiq","q16.trust.level.eiq","q17.willingness.to.wk.with.eiq"
"714","Till, David","Hastings, Savanah","Shared-Profession",3,3,"Colleague","N/A","Less than once per month","Less than once per month",1,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","Yes","Spouse or partner","N/A","Strongly agree",3,"Strongly disagree",1,10
"715","Till, David","Izrailev, Megan","Shared-Profession",18,14,"Colleague","N/A","Weekly","Bi-weekly (every other week)",6,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","No","Yes","Other (please specify)","Explain","Strongly disagree",2,"Neither agree nor disagree",9,1
"716","Till, David","Lopez, Sarahi","Shared-Profession",16,3,"Colleague","N/A","A few times per month","Less than once per month",8,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Child","N/A","Disagree",3,"Neither agree nor disagree",3,7
"717","Till, David","Gamez-Santana, Keshla","Shared-Profession",20,13,"Colleague","N/A","A few times per week","Daily",10,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Agree",5,"Agree",10,10
"718","Robinson, Troslyn","Yanez, Walter","Shared-Profession",21,8,"Colleague","N/A","Daily","Weekly",10,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Disagree",1,"Neither agree nor disagree",7,10
"719","Robinson, Troslyn","Jones, Taj","Shared-Profession",11,4,"Colleague","N/A","Less than once per month","Daily",5,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Child","N/A","Strongly agree",0,"Strongly disagree",0,8
"720","Robinson, Troslyn","Panish, Madeline","Shared-Profession",8,7,"Colleague","N/A","Less than once per month","A few times per month",6,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly agree",5,"Disagree",7,3
"721","Barbosa, Adrienn","Mendoza, Linda","Shared-Profession",27,22,"Colleague","N/A","Monthly","Weekly",1,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Disagree",3,"Strongly agree",5,9
"722","Barbosa, Adrienn","Perez, Lizeth","Shared-Profession",15,1,"Colleague","N/A","Monthly","Less than once per month",4,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",3,"Strongly agree",2,7
"723","Barbosa, Adrienn","Varela, Abel","Shared-Profession",30,0,"Colleague","N/A","Monthly","Bi-weekly (every other week)",6,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Neither agree nor disagree",10,"Neither agree nor disagree",9,9
"724","Barbosa, Adrienn","King, Brendon","Shared-Profession",26,1,"Colleague","N/A","A few times per month","Less than once per month",7,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Strongly agree",8,"Neither agree nor disagree",3,2
"725","Barbosa, Adrienn","Hyde, Bret","Shared-Profession",22,14,"Colleague","N/A","Weekly","Less than once per month",8,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Spouse or partner","N/A","Strongly disagree",6,"Strongly disagree",8,9
"726","Engstrom, Nicole","Chen, Selina","Out-Network",12,8,"Employee","N/A","Weekly","Less than once per month",7,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",10,"Strongly disagree",3,4
"727","Engstrom, Nicole","Lapointe, Niavis","Out-Network",7,3,"Other (please specify)","Professional relationship explanation","Monthly","Less than once per month",2,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Disagree",10,"Neither agree nor disagree",1,10
"728","Engstrom, Nicole","Thrower-Dorsey, Dashawn","Shared-Profession",3,0,"Colleague","N/A","Monthly","Monthly",8,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Neither agree nor disagree",7,"Strongly disagree",2,9
"729","Engstrom, Nicole","Hankins, Trenton","Shared-Profession",8,2,"Colleague","N/A","Less than once per month","Monthly",0,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",4,"Strongly disagree",5,6
"730","Engstrom, Nicole","Fish, Kendall","Shared-Profession",28,8,"Colleague","N/A","Daily","Weekly",5,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Spouse or partner","N/A","Agree",6,"Strongly disagree",6,6
"731","Engstrom, Nicole","Morales, Jose","Shared-Profession",4,4,"Colleague","N/A","Daily","Weekly",1,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Other (please specify)","Explain","Disagree",9,"Disagree",10,6
"732","West, Terrence","Dines, Andrew","Out-Network",4,1,"Employee","N/A","A few times per month","Less than once per month",6,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Agree",6,"Strongly agree",1,2
"733","West, Terrence","Galassini, Darin","Shared-Profession",25,12,"Colleague","N/A","A few times per week","Weekly",7,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","No","Yes","Other (please specify)","Explain","Agree",1,"Disagree",8,2
"734","West, Terrence","Ulibarri, Luisa","Shared-Profession",23,6,"Colleague","N/A","Less than once per month","Monthly",0,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",4,"Strongly disagree",6,8
"735","West, Terrence","Fine, Brandon","Shared-Profession",30,16,"Colleague","N/A","Less than once per month","A few times per month",10,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Parent","N/A","Disagree",5,"Neither agree nor disagree",4,5
"736","West, Terrence","Wilson, Sydney","Shared-Profession",6,4,"Colleague","N/A","A few times per week","A few times per month",4,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Neither agree nor disagree",3,"Neither agree nor disagree",2,10
"737","West, Terrence","Nixon, Tessa","Shared-Profession",30,9,"Colleague","N/A","Monthly","A few times per week",7,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly disagree",5,"Strongly agree",4,8
"738","Sanchez, Anna","Carey, Eric","Shared-Profession",14,9,"Colleague","N/A","Daily","Less than once per month",3,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Spouse or partner","N/A","Disagree",4,"Neither agree nor disagree",2,4
"739","Sanchez, Anna","Vaz, Marvin","Shared-Profession",15,7,"Colleague","N/A","Weekly","Monthly",1,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",8,"Strongly disagree",6,3
"740","Sanchez, Anna","Romero, Nicholas","Shared-Profession",30,23,"Colleague","N/A","Daily","Weekly",10,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",9,"Strongly disagree",9,5
"741","Dearing, Raeven","Miller, Kaleigh","In-Network",2,0,"Employee","N/A","Bi-weekly (every other week)","A few times per week",1,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",1,"Disagree",6,1
